1767:58,84,354,866,1102,361,70,138,8,1187
11360:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
34527:17,29,262,70,986,226,780,899,3423,500
11363:17,866,302,76,70,354,654,29,81,58
21637:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
34529:302,654,58,8,866,84,650,70,518,861
11378:76,70,17,238,650,564,866,302,81,262
34541:17,654,931,327,1196,947,226,508,361,899
1779:495,2593,16191,22484,26528,8635,4189,21627,24378,2945
34552:226,508,924,986,40,168,1126,1539,1709,2318
21670:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11388:17,302,654,616,58,76,564,238,236,650
34553:17,302,899,70,84,616,58,1119,48,866
1780:8,866,650,518,9354,731,140,114,495,1772
11394:17,518,616,301,736,84,327,119,76,947
1783:17,302,58,76,84,650,736,8,29,542
11404:17,76,654,302,616,58,138,29,40,8
21689:787,45,431,710,495,5998,407,2733,4187,1353
34579:495,2593,11015,16191,24534,22484,26528,4189,21627,18996
21712:17,654,302,58,76,8,84,564,61,285
11414:17,302,654,76,58,616,138,301,84,650
21713:70,654,29,650,65,81,947,226,899,236
11418:76,564,226,17,81,70,986,984,698,354
1787:616,29,76,518,354,866,101,289,285,70
34594:17,76,866,29,70,354,226,508,361,787
11419:302,654,84,29,1102,354,70,76,616,58
1788:654,17,500,302,508,616,2967,780,1884,140
34603:1913,17,76,866,81,2139,2848,254,535,347
21714:226,873,4755,901,378,931,2548,225,495,2121
1794:17,616,654,76,58,302,8,564,518,84
21722:302,58,866,84,616,654,650,81,361,1102
11426:17,302,654,236,29,8,84,58,650,616
21723:17,70,40,650,302,226,2139,138,616,58
34628:495,2593,16191,37342,22484,26528,4189,21627,5785,24378
1796:654,29,84,8,650,301,1102,138,361,542
1803:17,302,58,76,654,84,616,29,518,866
11427:76,302,226,17,70,8,81,58,84,736
21732:495,2593,16191,22484,33919,26528,4189,21627,24378,2945
11428:17,354,84,302,654,616,94,1102,508,138
1820:76,17,302,1352,654,378,29,2880,70,508
34632:17,302,616,650,564,84,224,58,542,8
1821:17,654,518,84,302,285,70,542,787,616
21737:17,840,654,302,81,76,787,2548,616,8
1822:17,616,302,58,654,8,84,518,301,224
11431:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
34681:17,238,81,616,70,8,508,873,302,500
21745:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11437:17,226,76,262,986,361,2548,866,650,70
1823:17,84,866,6,76,138,650,354,736,542
21763:17,58,650,866,236,542,568,6,239,2618
11439:17,76,8,873,5117,81,931,508,826,361
11444:17,654,58,29,616,84,76,1102,8,354
34697:245,1099,3233,495,4364,2233,1690,373,2593,15861
1840:616,736,650,354,564,301,866,861,542,361
34698:17,302,58,84,285,353,654,76,508,616
21774:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
1841:76,81,1069,984,2318,901,236,1460,1528,2139
11458:616,17,58,518,8,84,302,564,861,654
21787:17,302,616,58,84,542,285,363,654,76
1842:17,58,302,354,76,84,616,518,8,554
11462:17,76,302,2139,508,931,542,873,262,65
21794:17,302,654,76,1102,354,616,301,58,182
34702:17,616,302,654,8,518,58,542,84,76
1850:17,654,8,866,58,84,302,289,564,76
11463:58,76,29,866,301,354,289,508,861,224
1853:17,866,302,654,76,58,70,81,616,2139
11484:58,17,568,654,76,616,361,1245,8,866
21796:495,2593,22207,16191,11155,22484,26528,4189,21627,525
34703:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11507:17,736,70,508,285,866,236,500,986,901
21834:17,8,84,616,518,899,302,947,654,301
11510:17,616,654,58,76,84,29,518,1102,138
21838:17,616,81,564,354,182,40,168,1239,1050
34709:76,17,70,6901,226,901,866,2139,354,361
1854:17,654,302,76,84,8,542,564,138,1102
21853:17,81,654,76,8,1196,101,6503,363,32
34710:17,302,654,616,650,8,76,58,224,564
21868:17,302,654,866,70,76,289,8,84,650
11511:542,245,986,710,495,2520,4413,3527,2593,13400
21869:70,5738,3307,8322,6379,13895,1752,4425,4856,8153
1862:302,616,1102,650,301,866,736,564,138,224
11525:17,302,654,58,6,650,354,866,568,70
21908:302,654,361,84,58,76,354,138,650,224
34717:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
1880:17,84,875,302,1119,654,76,736,8,866
11529:17,302,654,29,866,616,58,239,236,224
34740:302,654,616,76,650,736,354,285,6,8
21912:17,81,866,226,70,302,736,354,84,361
11535:302,654,76,650,616,8,866,1102,736,58
1883:302,654,58,76,8,518,542,29,289,650
34741:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
21931:17,29,302,76,81,1119,70,518,542,2030
11537:17,866,378,495,3704,1342,3378,2593,16191,13083
1890:654,302,58,76,8,84,650,736,616,322
11538:17,58,29,616,84,1102,76,866,322,736
1891:17,302,654,76,616,29,84,650,1102,736
34742:236,409,495,2583,1936,249,5791,2593,17752,16191
21932:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
21933:76,1730,17,866,81,698,262,2139,361,40
11540:17,508,58,8,518,138,289,101,65,947
1893:654,302,616,58,76,84,15,61,224,29
34753:70,542,354,899,245,327,710,65,162,500
11552:654,302,70,76,650,65,226,873,947,190
11554:17,84,226,931,1102,101,840,698,358,1527
21934:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
1894:654,616,58,84,70,29,8,564,81,866
11558:17,76,947,327,81,70,409,564,1539,1002
34794:302,76,616,58,29,518,15,238,327,787
34820:17,76,500,361,81,650,564,226,508,138
11569:616,29,76,736,8,301,650,866,564,518
34833:17,302,76,654,650,616,29,224,285,327
21941:17,616,245,8,302,58,84,2142,2200,81
1911:495,5975,533,2008,8772,3131,13341,6311,2048,7622
11584:17,302,654,76,650,8,84,301,866,29
1912:17,654,616,8,302,138,58,226,84,76
21943:81,76,2139,508,58,289,84,70,986,1109
11586:17,76,8,302,564,654,1102,568,866,84
1913:17,302,58,654,76,8,616,84,301,29
34837:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11603:17,302,616,58,564,654,76,542,8,84
1930:2548,76,8,866,81,226,736,361,698,4755
34839:76,226,84,698,564,238,327,236,1744,5738
11606:654,58,84,518,354,650,736,29,301,564
21944:17,616,654,302,58,15,101,650,29,542
1932:76,17,866,361,2139,564,302,81,698,650
34868:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11614:17,302,616,654,29,70,301,650,564,236
21945:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
1950:301,542,15,363,508,861,361,1196,224,81
11616:17,29,736,8,554,70,138,1550,101,6
21947:302,654,650,76,616,29,354,285,6,8
11651:17,616,302,224,58,84,32,564,1102,138
34885:17,616,8,654,564,650,81,285,245,32
1951:17,654,616,302,564,542,70,84,226,508
21960:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11657:17,654,616,302,58,8,84,76,518,542
1952:17,616,76,84,866,1102,301,736,8,285
11660:17,58,84,866,8,354,650,301,564,138
34895:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
21967:17,2139,361,698,236,1131,500,986,40,1023
11670:17,302,899,8,650,1245,190,116,962,3235
21968:17,302,354,650,518,654,616,94,736,58
11676:17,262,654,226,84,76,138,780,5767,3137
2005:302,76,518,29,650,564,1102,542,101,6
11685:17,616,302,58,518,654,226,84,29,650
34896:17,76,654,58,564,866,138,262,302,238
21979:17,236,76,58,616,654,564,302,542,8
34901:17,76,81,302,70,564,654,226,358,58
21993:17,81,226,508,361,840,6545,1535,3423,117
2017:495,2593,13894,16191,22484,26528,4189,21627,24378,2945
11699:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11700:302,654,58,76,616,1102,8,84,354,361
11716:70,899,65,81,226,931,947,378,190,131
34906:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
21996:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11719:17,76,302,654,138,616,58,378,8,508
2025:17,302,616,654,76,236,564,58,29,650
22003:17,302,654,48,866,650,70,224,76,354
11723:17,302,654,8,76,616,58,650,84,899
2030:17,654,226,58,508,986,76,262,616,5767
22012:17,546,294,5975,2510,3789,3034,1397,4825,4889
11738:17,1102,866,354,58,8,650,518,138,301
22016:70,899,65,81,226,931,947,378,190,131
34917:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11749:81,17,226,508,70,616,500,986,698,262
11775:17,70,226,866,564,654,76,138,986,238
2034:17,76,616,302,654,84,58,8,564,508
2038:17,302,654,29,15,568,564,76,138,736
22017:17,616,654,302,866,650,76,8,58,81
34936:495,2593,16191,22484,34251,26528,4189,21627,24378,2945
11781:17,654,616,58,84,224,29,8,81,138
22029:17,500,542,899,2139,986,3423,119,780,398
34973:17,76,81,58,84,508,698,861,262,2139
11788:17,866,76,58,698,2139,81,719,226,361
2046:17,76,8,84,654,302,62,327,6503,866
34974:17,654,29,616,84,650,224,866,1102,736
11795:17,76,616,262,327,302,70,564,698,542
22030:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22036:17,302,654,58,8,616,29,650,70,226
34976:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2058:564,76,58,285,1410,322,650,62,224,354
11799:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11818:17,302,654,58,616,84,29,76,8,542
22037:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11825:17,70,81,327,986,378,168,780,1764,1730
34978:17,616,58,302,285,564,84,654,542,518
11835:17,58,866,84,29,616,650,354,1102,138
22060:17,616,654,302,58,76,29,650,8,6
35005:17,76,58,361,650,873,301,736,899,986
22080:17,76,361,2139,866,650,168,70,508,2579
35021:17,654,302,616,70,58,29,84,899,301
2068:17,302,654,616,245,8,76,58,15,542
22085:17,899,1187,302,70,84,76,1119,736,654
11836:8,168,70,378,224,354,301,899,245,719
2070:84,654,302,616,1102,76,542,564,354,15
35026:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11838:17,70,873,76,138,931,899,866,354,508
22102:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22109:654,302,58,84,8,76,518,289,650,354
11839:394,1804,495,3429,3521,223,1262,10046,2593,10345
22111:17,224,76,225,518,508,138,398,327,236
35086:495,2593,16191,22484,26528,31225,4189,21627,24378,2945
22116:17,81,361,866,302,780,76,8,84,70
35087:17,302,654,616,238,358,224,354,508,289
22124:81,17,76,226,508,70,361,780,245,239
11843:17,302,76,84,508,245,8,1410,1002,616
2071:302,616,76,58,70,518,650,508,101,301
2072:2162,302,70,736,654,354,1102,875,1119,363
35092:17,58,302,899,138,616,736,8,84,29
22128:76,70,168,719,986,2318,1069,984,495,1790
11844:17,58,654,616,650,302,224,76,84,29
2074:76,17,70,1410,226,81,698,40,873,65
22158:17,302,654,361,76,70,224,29,354,500
11847:17,76,302,650,84,441,8,654,1102,866
35127:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22164:17,302,76,654,866,84,29,81,361,354
35150:17,58,650,302,654,354,616,289,101,899
22165:17,302,654,866,84,564,58,327,650,902
35151:17,650,81,289,654,58,8,873,554,1196
2075:302,654,76,8,84,542,650,15,508,301
11851:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11856:500,302,70,616,245,226,508,780,2967,826
22173:17,76,508,58,8,84,81,564,518,378
35166:495,5767,1709,3307,605,1302,2593,37773,14085,9101
2076:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22176:17,1410,76,226,441,302,81,70,654,1002
22184:17,654,29,58,866,650,239,224,354,138
11863:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2077:17,654,29,616,1102,76,138,58,301,736
35167:17,302,564,518,76,327,29,650,81,508
22198:17,76,302,81,226,616,356,8,866,29
35176:81,226,17,70,986,508,654,76,616,500
2080:17,58,654,84,76,29,138,518,650,542
22201:17,76,698,564,81,361,1069,2512,262,2139
11864:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22213:17,654,650,616,58,76,8,70,2121,302
2085:17,654,302,76,8,616,84,58,29,138
35211:495,1884,2852,2593,16191,22484,26528,4189,21627,24378
22222:17,654,899,2162,48,8,1057,84,81,774
11865:17,302,866,58,84,29,616,8,1102,361
22226:17,70,76,226,239,301,736,361,669,554
2097:302,654,616,58,84,564,29,508,81,1102
22236:17,302,654,76,650,616,58,224,29,70
35212:17,302,654,76,616,58,8,84,787,70
11883:495,2593,8364,35382,16191,11825,22484,26528,4189,21627
2112:17,866,76,302,84,654,8,650,70,518
35214:302,616,262,650,500,70,224,542,226,508
22245:17,76,508,698,40,302,564,654,616,358
2115:17,302,616,8,58,654,76,84,301,29
11884:17,76,81,564,302,168,226,719,238,866
11885:17,70,81,508,245,327,698,710,986,1410
35229:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2116:17,302,654,84,70,8,1187,76,354,650
11892:17,302,262,8,70,354,226,508,238,327
35231:17,986,226,899,262,500,140,1023,2967,2265
22246:17,8,76,866,650,518,61,654,224,542
2123:17,899,654,1102,866,29,48,76,8,138
11893:17,76,866,302,70,354,226,361,289,238
2135:17,500,70,564,76,226,616,736,8,84
11896:17,361,736,616,138,70,654,224,40,2265
22251:17,81,654,76,616,58,650,262,70,508
35241:76,616,736,8,564,518,226,301,441,1002
11910:899,654,48,302,84,70,736,138,947,8
11913:17,302,866,654,70,76,289,8,84,650
11922:17,654,616,302,76,650,736,8,29,564
2141:17,81,76,564,698,138,616,70,542,8
22262:17,302,84,76,654,8,58,650,29,354
11928:17,224,654,76,138,84,301,2162,6,899
22263:654,58,616,29,354,84,76,8,866,1102
35244:899,650,2162,1405,48,780,1050,495,155,5117
11929:654,29,650,866,84,1102,8,736,361,226
2147:17,302,654,236,76,616,58,70,564,84
11939:17,58,8,650,873,931,301,736,899,1099
22280:17,654,302,58,616,650,29,285,76,8
35251:17,8,518,6,899,245,669,236,787,554
11956:654,76,616,354,84,285,554,8,866,736
2154:719,226,81,1326,2139,1069,901,302,661,238
22286:17,302,654,8,58,289,76,70,84,138
11962:17,76,84,650,81,238,616,8,1730,564
11968:17,76,70,710,508,15,327,4755,2139,947
2160:17,302,76,84,29,1102,361,518,8,861
35255:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11972:17,654,302,84,70,76,931,1102,138,1119
2162:76,719,5738,698,81,564,226,1528,1460,5480
22299:495,4339,2593,16191,38234,22484,26528,4189,21627,24378
11979:866,17,2139,254,1102,546,500,986,40,2292
11983:17,654,58,84,616,650,76,354,8,1102
2170:17,58,302,76,29,8,542,518,15,564
35274:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22304:17,654,76,8,508,245,441,873,616,58
11988:302,654,58,616,76,84,8,224,354,1102
35275:1352,650,840,226,931,1527,245,698,1712,189
2177:17,302,654,616,29,224,58,650,81,76
22324:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
11990:495,3484,2593,4357,3717,16191,22484,26528,4189,21627
35289:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2184:58,616,84,6,1102,542,866,301,8,650
2185:17,302,76,29,58,8,81,285,70,564
22326:17,8,518,6,899,245,669,236,787,554
11996:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
35296:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22337:17,564,76,168,40,70,719,226,463,238
11999:17,76,441,302,226,245,1410,378,710,1744
22346:70,899,65,81,226,931,947,378,190,131
12008:17,302,616,84,654,76,650,58,6,61
2187:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12010:17,654,302,81,76,508,8,866,698,650
35297:81,669,378,931,495,1002,2935,3730,4697,511
12011:17,616,302,76,58,654,224,8,84,29
2211:226,81,17,616,866,508,302,654,76,94
22354:61,62,358,947,409,1245,45,103,398,495
2223:81,76,70,564,327,698,986,2292,96,1164
12027:17,564,866,361,302,654,58,698,2139,1102
35311:17,302,654,616,58,8,29,650,70,564
12028:654,866,301,650,84,361,138,76,8,70
35332:17,616,58,654,8,84,301,650,302,564
2243:17,302,76,616,654,58,8,70,354,84
22363:76,866,361,2139,225,495,670,6901,482,1728
12037:17,302,616,654,76,29,84,6,15,322
35348:17,58,302,654,76,861,29,70,354,1196
22366:17,361,654,29,70,736,61,358,1462,2265
12047:17,2139,76,650,81,564,226,301,61,698
35365:84,302,654,58,76,1102,354,616,564,736
2244:17,302,616,654,58,8,29,564,518,6
22372:866,2139,564,224,736,1344,361,238,698,358
35380:17,302,58,866,650,322,81,70,542,354
12050:17,654,616,76,354,866,518,138,301,650
2247:84,616,58,302,650,654,1102,564,354,736
12067:76,17,70,302,564,698,866,2265,901,354
12084:17,654,76,84,6,8,29,650,138,301
22373:866,70,564,361,698,2139,1196,546,495,1730
35429:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12094:76,168,564,226,2318,262,873,463,986,2265
22382:17,302,58,654,138,8,76,62,616,101
2250:17,8,81,518,508,6,899,245,669,353
2253:226,302,986,76,17,70,58,508,1023,262
35448:17,8,616,58,245,378,224,1102,138,656
12130:17,302,616,76,8,518,58,654,564,650
22388:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12170:70,564,736,168,2265,96,2326,2292,1913,2414
2260:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
35456:17,654,76,8,84,302,564,787,354,931
12199:790,866,650,508,327,1119,225,1558,1220,5303
22392:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
35495:17,654,302,616,58,650,508,81,899,542
2261:302,654,616,76,58,354,650,1102,542,29
22399:17,866,4755,70,361,262,239,840,225,441
12211:17,76,70,58,302,866,654,698,542,8
35510:17,226,302,70,224,76,736,239,354,301
35518:17,81,302,138,780,8,500,70,654,508
22400:17,81,654,302,616,58,8,650,76,262
35525:70,17,76,81,866,327,358,986,378,168
2262:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12213:70,542,899,327,1558,873,65,826,1382,364
12232:17,654,302,8,736,76,84,866,650,289
35558:8322,24933,6856,9674,24425,13077,45886,51232,37112,23923
22401:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12234:17,76,654,302,866,58,616,29,301,354
35572:17,302,58,654,650,76,866,236,81,901
12235:17,302,29,58,866,354,273,301,84,70
22418:17,226,70,138,1535,285,787,500,902,947
35574:17,301,327,62,1410,2200,1403,1126,1499,1511
2290:29,542,1102,650,518,15,301,866,138,285
12237:17,654,224,76,58,29,650,182,354,1102
2291:17,616,76,29,84,866,301,736,1102,162
12239:17,302,76,650,500,70,224,262,226,2139
22426:495,2593,6411,16191,22484,26528,4189,21627,24378,2945
2293:17,84,76,654,58,302,101,354,616,866
12263:17,8,616,70,84,654,76,245,58,29
35576:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22427:302,654,616,76,58,8,866,354,289,138
12268:17,866,76,361,226,2265,238,698,262,2139
22430:17,654,616,302,76,736,650,289,554,138
12271:81,76,70,564,327,698,986,2292,96,1164
2301:17,302,84,654,616,8,1102,224,354,65
12272:302,17,76,542,508,616,866,698,564,40
35582:84,354,1102,138,899,378,48,2162,1187,1089
12296:17,899,48,1187,302,1119,70,654,736,245
22431:654,8,29,564,518,542,354,301,289,285
12310:17,302,654,76,866,29,361,8,736,1102
22436:17,302,654,58,866,650,1196,224,986,361
2302:17,245,8,302,616,58,16229,84,518,353
35593:17,654,650,58,29,302,76,616,238,8
12327:70,564,698,654,866,650,81,2139,358,2265
22459:654,302,58,616,76,84,1102,736,518,224
35623:17,899,1119,48,1187,875,302,654,58,84
2304:76,17,719,226,81,1326,463,984,2265,986
12328:17,899,84,302,1119,654,76,354,866,363
22464:17,302,616,654,58,8,29,650,155,70
35676:546,1397,4889,2510,3789,9054,306,8066,605,3034
12356:17,302,76,866,70,654,508,736,361,899
22465:17,58,226,986,508,6,899,698,262,500
35688:17,302,654,616,29,76,138,301,58,70
12360:302,654,84,866,76,1102,58,70,8,354
22469:76,17,168,302,719,650,81,354,1002,361
12364:654,302,58,76,866,354,650,8,301,736
22476:17,654,650,29,564,76,616,58,273,354
22477:17,302,616,736,58,866,236,29,564,224
35690:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12373:76,698,70,564,40,1069,650,2139,81,10048
2318:654,76,84,15,29,564,1102,61,101,554
2325:76,8,84,616,302,899,654,301,736,1187
22479:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
35691:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12375:17,8,518,84,654,76,542,616,787,302
22483:17,654,29,302,76,301,70,84,138,616
2335:17,302,654,616,8,84,736,29,301,518
22492:17,616,650,302,654,76,58,8,866,84
35730:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12376:17,302,654,8,81,947,70,40,224,542
2343:17,302,616,84,650,654,224,76,508,58
22493:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2346:70,17,76,81,866,327,358,986,378,168
12379:17,302,65,654,327,84,508,616,564,518
35746:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12406:17,654,302,76,616,58,866,226,354,138
12416:84,654,302,518,58,1102,76,650,354,301
22497:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2347:654,322,736,899,61,1119,947,1410,2030,656
22501:17,866,76,650,2139,81,500,564,1102,508
35757:17,302,76,616,8,162,58,564,1023,899
12428:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2348:17,302,654,76,58,84,226,616,70,8
12433:17,302,654,58,81,224,76,285,899,84
22515:564,518,289,101,327,32,1382,1023,931,1126
12443:17,8,616,866,650,564,1410,356,354,226
35771:17,8,302,654,29,81,518,542,1102,736
12453:302,70,2162,866,1119,654,1102,616,875,8
2362:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12464:17,224,225,76,616,238,650,554,518,508
2363:17,302,616,650,29,76,84,6,301,322
22521:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12467:17,76,866,29,2139,94,70,226,826,138
35788:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2364:302,616,29,76,866,354,518,8,322,650
22523:70,899,65,81,226,931,361,947,378,190
12474:17,302,8,354,84,15,518,1405,508,301
35806:17,302,101,58,654,76,616,518,84,554
2369:17,76,302,70,58,289,8,81,508,361
12480:302,17,654,76,616,58,650,289,29,285
2373:17,84,76,138,302,81,358,564,1102,616
22533:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2381:17,302,654,58,29,616,76,866,84,518
35820:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22538:17,76,302,8,616,58,654,84,564,518
2382:17,84,518,8,736,302,119,654,616,301
35826:17,302,654,29,650,616,224,84,76,354
12496:17,58,302,654,84,1102,289,101,285,6
22546:17,564,518,654,616,902,58,327,84,394
2384:17,84,70,302,736,29,654,76,1119,363
35850:17,302,654,58,616,84,29,76,8,518
22568:17,302,58,654,650,591,8,866,564,542
2385:17,302,76,616,29,58,866,84,564,273
12498:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
35859:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22574:873,542,508,15,931,1535,103,429,1126,1089
2392:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12505:17,76,81,654,58,70,564,2139,224,226
2393:17,302,654,616,8,84,76,58,542,508
12512:654,58,84,866,301,8,354,76,650,1102
12531:17,564,76,736,58,866,29,650,81,1069
35893:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22575:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2394:302,654,84,58,76,616,564,1102,70,866
35900:17,302,654,58,29,76,616,944,568,273
22579:81,226,302,76,70,262,616,3423,780,8
2395:17,616,84,866,8,76,224,1102,518,650
12532:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
35901:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22580:81,17,616,70,29,873,518,654,542,354
12533:29,616,58,8,866,76,354,518,736,650
2399:17,76,226,302,866,84,654,650,224,138
22581:17,302,654,58,866,70,76,8,564,1102
2405:17,302,654,58,76,8,518,542,84,650
35932:58,616,76,302,17,654,29,84,542,650
12534:495,678,2593,4138,16191,33138,18370,22484,26528,3683
2407:17,866,2139,1102,1730,698,2703,986,40,10039
35941:302,654,866,84,899,29,616,58,354,15
22583:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12536:17,302,84,29,518,58,1102,650,354,76
35969:76,564,226,616,2139,81,70,518,508,289
2408:70,899,65,81,226,931,947,378,190,131
22586:17,654,76,650,302,58,866,564,40,542
12540:17,58,654,224,873,616,29,81,70,542
22592:17,58,654,302,616,8,84,76,518,554
12541:17,76,226,302,654,899,29,81,1462,15
22603:17,654,2162,899,8,84,1187,518,354,301
22624:17,654,866,508,361,931,1002,1208,3618,6315
2419:17,302,654,58,616,8,76,84,29,542
12544:17,302,654,616,518,84,76,58,650,61
35970:495,2593,16191,24880,22484,26528,4189,21627,24378,2945
22639:17,654,29,650,6,76,736,591,866,162
12549:17,302,76,736,84,70,354,1102,254,2265
35982:17,81,70,226,508,361,500,117,1730,1535
2429:17,302,654,354,8,70,58,84,76,866
12552:17,616,8,302,518,1102,138,58,81,70
2447:29,76,736,354,70,866,1102,84,301,6
22675:17,302,654,76,616,58,866,29,650,500
35989:2548,495,1002,11973,2593,16191,22484,26528,4189,21627
12555:17,81,76,654,70,698,508,58,8,2139
12556:17,1102,866,354,8,650,518,138,301,361
2452:698,2265,495,1913,2848,2593,6387,22856,16191,2282
12559:302,84,2162,654,616,70,875,866,354,29
22681:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
35990:495,2593,48724,7821,11015,16191,22484,26528,4189,21627
22682:17,84,736,873,302,76,616,58,866,262
2453:302,429,1499,495,925,596,1551,193,1231,1568
22685:17,76,654,29,866,302,58,409,8,84
35999:17,76,302,81,866,508,327,58,226,698
12562:495,9354,731,1884,140,3309,2593,10503,12637,16191
22691:17,654,29,650,6,76,736,285,8,866
2454:17,76,226,1352,564,542,81,70,1527,327
22699:70,654,58,899,650,65,81,226,931,301
12564:58,84,866,354,616,1102,8,76,138,285
2456:17,58,29,8,616,866,650,354,1102,84
22703:17,76,81,866,698,358,564,654,616,58
36064:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12568:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12573:17,654,616,302,29,58,650,76,736,285
36123:17,616,58,361,327,866,29,650,81,70
22706:17,654,84,1102,698,873,40,3233,1476,495
2461:518,542,29,6,138,70,866,61,289,101
36135:70,564,736,168,2265,96,2326,2292,1913,2414
12587:302,58,654,76,29,899,70,301,866,650
2464:654,354,58,76,736,301,650,8,616,285
12595:17,76,564,508,302,654,354,226,616,1002
2465:58,866,84,354,1102,8,301,138,70,650
22711:302,81,76,518,542,226,61,902,901,1462
12601:17,226,76,8,866,84,302,654,542,29
36176:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
22741:70,17,76,81,866,327,358,986,378,168
2469:302,616,58,76,84,29,542,8,70,866
12604:302,84,76,650,354,736,29,866,1102,518
36179:17,302,58,654,650,8,866,84,76,616
22748:17,654,58,29,650,81,138,6,70,76
2489:17,76,719,168,81,364,901,398,2265,2548
22755:17,654,302,8,2139,947,564,245,669,873
22759:17,654,564,84,302,81,736,8,698,398
12616:17,302,616,654,8,70,650,84,76,238
36185:17,76,58,224,650,302,564,654,182,327
2491:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12622:17,302,654,29,616,84,8,518,650,866
22794:17,302,654,76,616,736,58,6,8,866
22799:302,654,58,76,616,84,354,1102,224,361
36193:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2499:17,302,654,58,616,76,8,650,518,29
12628:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
12630:17,616,654,302,58,76,564,542,29,8
2500:654,84,361,29,76,8,354,58,1102,616
22800:495,2593,16191,22484,26528,4189,21627,24378,2945,34579
2501:17,947,931,8,302,81,224,76,542,500
36196:8,616,1119,947,70,518,508,119,2162,289
12642:17,654,616,8,76,1102,29,354,736,138
12660:17,616,654,302,58,650,84,76,542,289
